id,label
2137,0.11025
6002,7.92379e-06
9837,0.99998
12242,7.65958e-07
9577,0.999983
529,5.89073e-05
6239,0.999631
5119,1.54832e-05
5080,0.998017
2680,0.999431
994,4.95062e-05
8556,0.999967
1001,1.78431e-05
2614,0.99997
4456,0.999736
1964,0.00336918
1931,0.00100016
7981,0.999668
6138,7.74422e-06
4948,3.28819e-05
10600,0.999884
1511,0.000510882
2242,2.76791e-07
11009,0.00011151
4239,1.57661e-05
12413,0.000133004
6200,0.99988
12021,0.999969
3662,0.000742203
11796,0.000174043
4706,0.000862546
2854,0.000266986
11697,0.996027
12054,0.975658
3332,0.000112467
11992,0.00115786
8797,0.999992
11851,0.0128313
9301,0.135961
2449,4.37539e-05
8970,0.999972
8092,0.999743
5470,0.998844
7115,5.8609e-05
4569,0.000189635
10417,0.000775956
992,0.999622
7634,0.000661462
7554,0.999608
10631,3.06594e-06
3405,0.000260301
6837,0.000734343
4975,1.7087e-05
9045,0.999866
6676,0.999543
508,0.999891
2879,0.99991
1696,0.999979
11229,0.999227
5125,2.39399e-05
9127,1.10817e-05
85,0.999936
5008,6.4122e-05
3165,8.36908e-07
12235,0.999946
5971,0.999885
1372,0.998837
8054,0.999997
8905,7.25658e-05
9357,0.999885
9239,1.72111e-05
9682,0.000327386
7201,5.73409e-06
2738,0.998519
7828,0.99995
5767,0.000268988
765,0.999971
9739,5.26909e-06
3445,0.999945
5058,3.32539e-07
11844,0.999343
7945,0.99999
1228,8.64661e-05
1823,0.00036976
10118,0.00013664
1484,0.000161127
2901,3.01835e-05
6346,0.0464641
5804,0.99995
1641,3.33604e-05
8130,0.000608789
9091,7.60399e-05
199,0.999963
4538,0.00101444
2147,0.000663744
7048,3.94067e-06
7559,0.503544
3702,1.04017e-05
2155,0.999811
11008,9.85603e-05
4672,0.000142668
3618,1.86066e-05
1374,0.00111024
12461,0.999987
9660,0.999984
7575,2.12196e-07
10698,9.62047e-05
9040,0.99995
10695,0.999988
8967,0.999729
4911,0.999996
9173,0.0123781
7806,8.61968e-05
1534,0.000915978
7649,3.79974e-05
9096,0.000193201
11774,0.205412
4201,2.16324e-05
9003,0.999943
4612,1.7292e-05
10868,2.11775e-05
5853,0.000229168
4775,3.65354e-05
2536,2.78021e-05
456,1.57841e-05
8459,0.000509574
4924,0.825007
7408,8.92048e-06
7153,0.999787
10413,4.93825e-06
1790,0.00368806
5724,0.000361035
6633,0.000169826
3348,0.000423994
1375,3.90973e-05
7064,0.00302894
7280,0.194356
2671,0.999969
9279,0.999636
4215,0.999839
6113,0.000474449
2170,0.00064608
4295,0.999735
3645,0.998383
4641,0.999458
244,0.999928
1079,0.999615
1698,3.17716e-06
10064,0.998148
3579,0.00248627
3831,0.000114991
6319,0.999393
8720,0.984929
356,0.999988
5159,0.999553
3802,0.999524
528,0.999497
9702,0.999659
3810,0.999991
5307,0.999833
5618,0.999984
9210,1.56089e-05
9423,8.80716e-05
4400,0.998412
7362,0.000591836
8674,0.172109
11821,0.998419
8410,0.00309087
2134,0.999945
8102,0.999821
1077,0.453489
5855,0.000214879
4206,0.999948
463,0.998854
2087,0.00316978
11126,0.999793
5393,0.993553
8676,0.899809
5199,0.000314474
10214,0.999959
12362,0.999994
5693,0.99978
6873,0.000306501
1684,0.999915
6395,0.999931
3905,0.998396
2427,2.18298e-05
11640,0.999913
960,0.999339
61,2.35153e-06
7799,0.999889
10559,0.999977
10227,1.87231e-05
7785,0.99995
3683,0.00557084
1937,0.999468
12230,0.999989
12093,9.18485e-05
11683,0.99996
5263,7.4014e-05
12363,5.21134e-05
7322,1.6315e-05
9277,0.999657
273,0.998491
7780,0.00042608
12454,0.00459259
2560,0.998373
5007,4.62018e-05
6987,0.728036
12179,0.999991
8033,0.999437
5979,0.999108
10935,0.99998
1053,0.999796
8830,0.999043
441,5.34368e-06
264,0.00767572
1962,0.999816
9784,0.999983
45,2.94005e-05
2191,0.00138034
5883,0.993545
3400,0.999986
6523,0.999515
10188,0.00288117
11684,2.0352e-05
3754,0.999398
6495,0.00053983
5122,0.00015374
8334,4.26676e-05
1710,0.000131848
7271,0.999542
9901,5.88904e-06
4602,0.999987
8342,0.999893
5769,2.0783e-05
7036,0.999987
11594,0.000132205
5570,0.999768
901,0.999987
4006,0.999636
9174,0.999999
5441,0.999974
8721,0.999868
10028,7.10934e-06
8928,0.00512735
3925,0.999986
11717,0.999636
6274,0.00034699
3126,4.02392e-05
4318,7.83613e-05
3770,0.999897
5996,5.61155e-05
7603,0.999966
3498,1.39522e-05
919,7.14174e-05
235,0.999948
1347,0.000836473
10323,0.997834
458,0.0030832
4854,0.999948
5915,0.999769
5210,1.66917e-05
10479,0.999835
10321,0.999932
107,2.1002e-05
4332,0.000128689
7751,0.999867
6307,0.999926
7324,6.53904e-07
10714,0.998715
4017,0.00104469
6529,0.920926
1801,0.999992
1016,0.853712
11927,0.999991
9059,0.999576
11787,0.995721
6331,0.999962
5110,3.74249e-05
5332,0.999826
2532,0.999979
8274,0.000441884
534,0.999807
11850,0.999979
9695,0.999943
5999,0.999203
9608,0.999331
6391,0.999249
9512,4.68308e-05
5729,0.000173584
5377,0.999334
8921,0.000236819
6222,0.998813
7415,0.999738
8987,0.978936
2553,2.90836e-06
6420,0.998572
442,7.33772e-06
9861,0.999815
1222,0.773036
9519,0.0265021
11972,0.999845
10753,0.988279
7737,0.991436
7082,0.999927
4606,0.999882
5365,6.21728e-05
1427,0.999948
8002,8.43041e-07
6205,1.55927e-07
5633,0.982954
7535,0.00208121
1500,4.47493e-06
2083,0.999791
4850,0.999897
11335,0.999808
1155,0.985169
11381,5.83973e-05
10692,0.999573
1148,0.000110416
11582,3.42888e-06
11549,2.76207e-05
3392,5.38196e-06
4511,0.9999
12314,0.999634
9431,0.999898
10276,5.18621e-05
5453,0.000147387
1793,0.0138447
1013,0.000762328
7438,2.04129e-06
7376,0.000166925
797,0.999597
3506,0.999939
3184,0.99971
7139,0.999449
5551,0.997286
4900,0.000839461
4235,0.997556
9198,5.48155e-05
10793,2.62955e-05
7677,2.01051e-05
4695,3.38612e-06
31,0.999982
1240,3.71424e-05
11120,0.542839
4753,0.000369065
8015,8.34946e-06
8051,0.999636
10670,6.54661e-05
6375,0.959793
2233,0.000846052
11768,0.00146029
10497,0.999997
11816,0.999865
7702,3.92495e-06
435,0.999959
5798,0.999729
10226,0.00117545
9731,0.998706
5877,0.959106
7769,0.999192
7147,4.34451e-06
8670,0.999851
5898,0.998701
11435,0.999832
4353,0.999596
11263,3.11797e-05
10243,0.99914
12302,3.47572e-07
4869,1.8846e-05
4278,6.22261e-05
4971,0.997933
1275,0.999904
567,5.70865e-05
9642,0.129049
6808,8.78487e-06
7654,0.99944
12263,0.999039
11953,0.999878
10667,0.999917
4292,0.000126967
4265,0.995741
11651,0.999996
6669,1.36861e-05
11672,1.80454e-05
10272,0.0029182
9393,0.99925
9442,4.22672e-05
9549,0.976337
7776,0.999944
7061,0.000450326
10516,0.999847
3267,0.16335
8295,0.00119186
4566,0.99999
10368,0.998941
5448,0.997853
5498,0.00137905
11798,7.96666e-05
8118,0.999963
5480,6.92992e-06
4731,0.997479
8906,3.56988e-06
8867,0.000253689
11714,0.0489649
7952,0.000411621
5669,0.98322
3559,0.000399465
5943,0.995127
11722,1.07383e-05
8618,2.33864e-05
8230,0.999999
447,4.67761e-05
7599,0.999151
1631,5.26815e-05
7616,0.999654
5684,0.99679
5797,4.50714e-06
11423,0.999797
4589,7.12166e-06
10329,0.999766
9958,2.94689e-05
8502,4.25013e-05
8565,0.999781
5781,1.08515e-07
4898,0.999749
265,0.999557
10617,0.00014375
12001,0.999482
2900,0.99982
5116,0.999994
4928,0.000219544
7503,0.999602
156,0.000198519
12346,0.00147042
9121,7.83999e-06
12438,0.999623
544,3.08386e-05
7741,2.37426e-05
6543,0.000472303
1502,0.00017183
5468,0.999984
9209,0.00128786
4667,0.99975
3858,0.999795
2335,0.00018395
7869,0.99985
3158,1.5587e-05
11081,0.999962
6857,0.997635
2247,2.20089e-05
10271,0.999876
153,5.46994e-06
12447,0.999979
9640,0.000313246
7474,0.000669929
2470,0.999893
8977,0.99998
1413,0.995099
3113,0.000219512
2629,0.9998
12219,0.998514
9256,1.11921e-05
3356,0.999624
814,0.999691
4958,0.0058779
5516,0.990241
3461,0.0018573
3434,0.999413
9593,4.62261e-06
5505,0.999901
11744,0.00278228
37,2.09417e-05
8997,0.889957
8329,0.00196407
3114,0.999665
1108,0.999447
1884,0.998776
8378,0.996946
2732,0.999776
10665,1.25246e-06
8480,0.00068509
7255,0.994882
6526,0.998838
7701,0.999914
5939,2.80534e-05
3407,0.999944
1249,0.000529878
2435,0.000212308
9933,0.999597
10702,0.998803
1324,0.000258377
10851,0.999977
3009,0.999558
11388,0.000277326
11865,6.81351e-06
5949,3.11639e-05
1925,0.999707
8915,0.999903
8385,0.00428089
9248,0.999716
11509,0.000182113
3912,0.000825685
9062,0.996805
1780,1.94291e-06
12459,0.999984
10909,0.999794
3235,0.999766
8753,0.000523209
504,4.03e-06
4675,0.996609
6190,2.57331e-05
7089,9.4213e-06
7185,0.000721394
6492,0.999946
11045,6.46317e-05
1764,0.99996
8315,1.0931e-07
9853,0.000171951
4880,8.83087e-05
4711,0.99998
5591,0.999776
3202,4.43397e-06
5503,0.999087
219,0.999694
1320,0.00901518
4464,0.999287
9744,0.000349914
7124,0.000103268
11906,0.999871
9181,0.99945
12055,0.996309
9231,0.999939
3183,2.69951e-05
8270,0.000595838
8320,1.07185e-05
1934,0.00015356
1838,0.999842
4938,0.998975
6161,0.000237936
12380,0.999982
8192,0.00332707
2107,0.999834
423,0.999896
11894,0.999629
11718,0.999892
8865,0.999894
6413,1.53616e-05
2885,0.999096
1163,8.8473e-05
4315,0.99998
5117,0.999727
5575,0.999988
9190,0.999993
3608,0.999697
5329,3.03552e-05
3335,0.000475488
12145,0.999926
6528,4.76344e-06
8057,0.999598
10449,0.999991
7740,3.77507e-06
7524,0.999962
9556,0.0700927
1835,6.95403e-06
8704,0.00145484
6188,0.999877
10501,0.999996
10363,2.33127e-06
3057,0.999419
7943,0.000778069
4757,0.999328
10273,9.40745e-05
6797,0.999882
7946,0.999873
1978,9.99603e-06
7190,0.998949
9925,0.99975
6575,0.000492698
1487,5.41719e-06
11596,0.00170174
1714,0.999847
9417,0.999543
2437,0.99995
3098,0.000537725
9010,1.69491e-05
11219,7.50077e-06
10485,0.999408
7920,0.999976
4279,0.00048274
5741,0.000151625
2813,0.525137
10587,0.99987
5342,0.00180046
7766,0.999948
8373,0.000305443
11082,3.01598e-06
10858,0.999631
8013,0.00372316
11755,0.000123755
4080,0.998904
5802,0.00054021
8690,0.000130077
206,2.42849e-07
1418,4.83132e-05
10532,9.63859e-07
284,0.999985
9294,0.999798
1049,8.88972e-05
9005,0.000170384
4877,0.000272486
3924,0.999145
4973,0.999959
9443,0.999925
2270,0.163249
2874,0.0025707
10370,0.992355
123,2.34698e-06
10080,0.999974
7123,0.999793
12327,5.002e-06
7868,0.000126774
1509,0.999709
1026,6.82097e-05
8528,0.9998
9137,2.49504e-05
2081,0.999879
905,0.00132668
985,0.00249439
12170,0.99904
3270,0.00084477
11201,0.999991
10248,3.30096e-05
8613,0.999948
4391,0.999468
5795,0.999315
1022,3.80679e-05
3415,0.00123257
9196,8.15079e-06
9909,0.00106065
10903,0.999954
10905,0.999876
9693,2.14654e-05
1805,0.00076447
1144,0.999074
11431,0.0004132
3326,5.61366e-06
10946,0.999873
9720,0.00368351
2211,0.999955
10878,6.65879e-05
6310,0.481908
9704,2.81995e-05
1981,0.999885
9697,0.000177626
11457,3.23652e-06
10990,0.999961
11500,3.60479e-05
10300,0.999927
2076,0.00018036
7550,0.996803
7198,1.0
12437,0.999912
3144,0.000100442
3088,0.000170325
2740,0.999576
2827,0.999968
3004,6.83384e-05
724,0.877718
3289,0.00166891
9264,2.59194e-05
6786,0.999929
8460,0.00499485
6828,0.99936
1540,0.000933918
6810,0.000112227
11177,7.44191e-05
10563,0.99996
7984,1.4784e-05
7764,0.999925
11307,0.831841
10716,0.000385591
546,0.000757803
2090,0.000590971
7351,0.000139749
5982,0.00168584
10997,3.01841e-05
11188,0.999257
1300,0.000425665
11777,0.0028524
7451,0.999347
855,2.8551e-06
4883,0.999861
5226,0.99853
35,3.50582e-07
9012,5.76183e-06
300,2.27679e-05
1416,5.75633e-07
10721,0.000432562
3891,0.999979
1462,0.00203255
2088,0.000431785
9008,1.20236e-05
11512,0.996205
5834,0.999854
9578,0.000117278
8160,0.999971
242,0.99984
12040,0.999949
2994,1.94455e-06
10461,2.59708e-06
3093,1.56309e-06
3643,0.000371697
6866,0.99732
10459,1.88136e-06
5031,0.99925
7140,0.00689396
8874,5.95273e-06
7512,0.00014409
2252,1.94056e-05
6435,0.999795
5526,0.999981
8643,0.998374
6252,2.40418e-06
11328,8.17325e-06
12377,0.99929
9262,2.49172e-06
5317,0.998949
251,0.999804
6864,1.98165e-05
2405,3.94061e-05
11553,0.999997
12103,4.72606e-07
2573,0.999529
909,6.91475e-06
1960,4.54846e-05
11491,0.000757236
5194,0.998041
10774,0.000300398
760,0.999958
9811,0.00119435
10512,0.039721
11173,0.999884
11611,1.68573e-05
448,0.00011303
9961,0.00394286
11574,0.000163871
4614,2.09498e-05
2046,0.999826
1650,0.0338019
9230,0.999947
7821,8.72604e-05
2698,8.0229e-05
5260,5.79767e-05
2321,3.05361e-07
9583,0.999732
9792,3.62965e-06
1336,4.22616e-05
5869,0.999684
10814,2.09009e-07
8063,0.000221681
12046,0.999754
12428,9.52713e-07
7602,7.63301e-06
10036,0.999996
6050,0.0021567
359,4.88355e-06
4978,0.00132864
10887,0.000575895
2861,0.999759
781,0.999697
5539,0.999969
7522,2.56338e-05
2418,0.000411935
9469,0.000483908
11682,5.57155e-05
11849,0.999929
12323,0.999965
9812,3.80443e-06
810,0.999996
12260,0.991632
3541,2.36641e-06
4245,0.999998
9071,0.899274
10351,5.40946e-05
3781,0.00700401
1299,3.4778e-05
12322,0.999156
5245,0.00280423
8741,0.000130939
3868,0.00155014
11646,0.999348
4189,2.7963e-06
9852,0.997688
9701,0.966359
10507,0.255981
3441,0.999811
761,0.999904
10375,0.000248823
5935,0.999902
1658,0.999536
6878,1.19054e-06
6343,3.29787e-06
5244,0.998229
10807,0.000150947
1530,0.999933
4355,0.000162729
9525,9.68842e-06
3939,0.999939
956,0.999721
12183,0.997393
10446,0.999905
2154,0.999981
9399,1.9426e-05
3921,0.999915
8360,0.999721
5423,5.21124e-07
10364,0.999944
10647,4.67301e-05
8155,0.999794
4238,0.689732
10893,3.3589e-05
8438,0.999879
2005,0.998036
3163,0.015508
7969,0.999903
755,0.000457984
1768,0.999514
7044,9.05714e-06
6957,4.94866e-05
10873,3.23827e-05
8073,0.0983218
9864,7.8057e-05
1539,3.86968e-06
9324,0.000784585
10392,2.98929e-05
8046,0.00101601
7004,1.87474e-05
3147,0.999463
28,8.2519e-07
2665,0.02577
934,0.991336
4190,0.998401
5903,1.21766e-05
9221,0.000881154
5206,0.000143605
9520,0.993585
2100,2.6356e-06
3474,9.41102e-06
2502,3.28965e-06
10208,0.999995
3760,0.0010273
9632,5.43542e-06
2058,1.15001e-05
11661,0.000113336
9136,0.999992
6099,0.00055359
3649,0.000382446
4733,0.992534
5856,0.00223459
3431,0.00939237
1526,0.998279
2691,0.999871
7080,0.999949
3368,3.84992e-05
8686,0.00389629
10150,0.295177
8166,0.99838
8692,3.52235e-05
907,0.999959
10856,8.55795e-05
10524,0.997896
4191,0.999709
12122,0.999345
89,0.00013585
3381,1.57284e-05
2908,0.00225284
10373,4.08046e-05
1655,0.571521
7207,0.0448086
6728,0.999906
2659,0.999143
8955,6.84724e-06
11049,1.60428e-06
11681,0.999953
3208,0.000393695
2331,4.61711e-05
9673,0.0411052
2679,0.999994
9691,0.903978
6185,0.00132744
3485,0.999605
1677,0.998866
4853,4.73921e-06
1019,0.999946
3913,0.999404
9677,0.999965
3408,0.999989
1811,0.999761
12174,0.999949
5926,1.28694e-05
10574,0.999744
5418,0.998935
1572,0.999876
9779,0.999924
6737,0.999999
4777,0.000689344
1800,0.999951
3908,0.99991
11996,0.00170023
560,0.994639
5651,0.999981
987,5.56774e-05
9986,0.999871
8946,7.08059e-06
4608,7.45395e-05
10231,0.99999
4570,0.99286
1692,0.999934
823,0.999901
3401,0.999911
2597,9.87086e-05
4468,0.999984
8939,0.9997
7092,1.68631e-05
12056,0.914865
21,0.999966
2452,0.99989
8321,0.999998
5626,4.71465e-06
6245,0.999984
8391,0.000750024
9630,0.998698
11883,0.999794
5865,0.00617601
8148,0.998887
1936,4.38319e-05
1528,1.20083e-05
3808,0.999951
6414,5.36553e-06
9413,0.999558
7257,0.999898
10853,0.999914
11123,0.999829
1183,0.996739
2523,0.999966
4061,0.00135947
8709,9.35749e-05
2868,0.99968
11095,0.99816
11486,0.999988
10578,0.999992
11278,0.99987
8309,0.999456
11062,0.999978
11949,0.00422089
6281,0.999957
2301,0.999901
2975,0.999999
8815,0.999812
5780,0.999607
10973,0.946765
6365,0.999654
9924,9.53428e-05
9617,6.99683e-06
1306,0.998861
7458,0.995911
2172,1.53709e-05
11255,0.99291
2987,1.04595e-05
10058,0.999287
7539,0.00759225
12368,1.01355e-06
11485,3.77163e-05
1779,3.80272e-05
9698,0.999886
8537,0.000413054
3124,0.999932
6907,0.999931
9375,0.999994
4838,0.998202
2293,8.33e-05
3673,2.22525e-07
10242,0.999941
5164,0.336144
4052,0.000158966
1799,8.54158e-07
10529,0.000242331
8151,1.21503e-07
6675,0.9996
5890,0.999945
11357,0.998175
8648,0.999981
3951,0.00028107
6087,0.999931
879,0.999592
12155,0.997468
7800,0.999974
12350,0.998679
8347,0.999842
1522,2.36241e-06
5236,0.999963
5278,0.998116
9919,0.999943
4000,3.24225e-06
10959,0.999649
4399,0.000363201
12120,0.999957
6599,0.999846
6848,0.000118445
11963,0.998416
7359,0.999897
4806,1.08443e-05
26,0.997631
3866,2.22908e-05
644,0.995368
1688,0.999153
8718,0.000655343
1252,7.29225e-06
10291,0.998799
6265,0.999996
2970,8.73672e-07
2178,0.998892
9349,4.13115e-07
2770,0.999373
6977,0.000197907
9478,0.999679
12466,3.42985e-05
10561,0.999907
7343,0.999835
11033,0.999858
1783,6.80679e-06
6941,0.999999
8365,0.00179017
12162,0.00325455
8022,0.00204638
230,0.00120662
3979,0.999894
6732,0.999994
3119,0.999985
3768,0.859983
10664,6.25711e-05
11156,0.00192161
4022,0.000269765
8114,0.999995
8551,0.99897
11754,0.000130524
12117,0.9998
5663,3.04634e-06
488,2.27617e-05
12050,2.16745e-06
10187,0.999946
590,0.998479
3613,0.999981
8821,0.999697
137,0.999409
7694,0.999887
9105,0.999816
3012,2.51123e-06
2760,0.0003794
9662,4.0199e-05
112,0.999699
5300,0.000173942
10246,0.970518
8825,0.000286344
12411,0.995569
9395,0.84258
2345,0.99999
5566,3.9796e-05
1852,5.25359e-05
6288,0.999802
536,0.999838
4086,0.999954
5478,0.999305
2633,0.0833579
3403,0.0181066
11448,0.999791
1236,0.999895
4738,0.999647
2491,0.999982
5489,0.998887
9959,0.999249
4102,0.999513
3929,0.999521
9213,0.383153
9149,0.000112211
957,0.999428
8587,0.131834
3322,0.000207702
6290,0.999048
1618,7.04352e-07
170,2.75689e-05
1619,0.99972
10616,0.999945
5913,0.000779683
6180,0.999928
4740,8.65407e-06
11879,0.998646
3022,0.000423523
8620,0.997162
289,0.999954
11251,0.99977
690,0.0058241
6567,0.999967
5414,0.999982
12075,0.999963
4491,0.999474
2007,0.99742
2374,0.999829
7622,0.999999
1386,0.999892
2448,0.98758
8571,0.999411
10191,4.32131e-06
5295,0.00032899
4510,1.76528e-06
2145,0.999961
181,0.999841
10267,5.12622e-05
11204,0.999928
420,0.999954
915,0.998031
8879,0.999979
4116,0.999934
10139,0.996857
7793,0.000104818
1675,0.0027218
954,0.000177715
4299,0.999814
6733,0.999125
12321,0.999851
697,0.000148133
706,0.999875
6301,0.999915
11678,1.98845e-05
9155,0.999992
4015,0.000389423
8656,0.000330756
5778,0.999227
9111,0.99999
4934,7.24299e-05
10610,0.999972
8576,2.07573e-05
9891,0.996614
12065,8.50504e-05
5389,1.90373e-05
2714,0.9978
10299,0.000174973
9671,0.999458
1151,0.999976
490,0.999745
2031,0.000388388
5364,2.05076e-05
1245,0.999824
7704,0.999965
8067,0.999916
9001,0.999509
421,0.999805
10648,0.999143
11534,0.000158564
10147,0.999939
2334,0.999542
9742,0.999812
3514,0.000702461
9202,0.999803
9271,0.00327581
1165,0.887359
10247,0.999973
305,0.000687445
1188,0.999955
7991,0.00160287
9668,0.143637
8866,0.00327386
3598,0.00570009
813,0.184421
10941,7.06682e-06
12310,7.82367e-06
12378,0.989717
8198,2.93409e-05
9125,0.000260859
10654,0.000487517
2450,0.996342
8289,0.00546879
4813,0.000270895
3064,0.998281
3363,0.999925
3465,0.000439882
8858,2.87349e-07
1280,0.999562
6684,0.000319477
5192,7.91325e-05
3349,8.13438e-06
3312,0.994764
136,2.67018e-06
7287,0.00223581
9009,0.99993
7130,0.999141
10257,7.6067e-05
8037,0.999542
6325,0.633962
9228,0.0469062
10746,0.000407869
6039,2.4927e-06
739,0.99513
4912,0.999434
403,0.996484
3985,0.99999
4173,0.999924
2577,0.999991
4776,5.87088e-06
9455,5.2569e-05
2014,0.35874
2950,0.998386
12409,0.999276
5672,0.998723
12182,0.999986
5303,3.21775e-05
6338,0.0148057
1636,9.28918e-07
5437,0.999789
6000,0.997103
4939,0.999939
7364,0.999406
3358,0.999303
10149,2.09707e-06
10900,0.999806
4837,2.49578e-05
9930,2.90962e-06
1573,0.999922
6359,1.07761e-06
9743,0.995732
10196,0.998416
377,0.999967
12149,0.999731
6699,0.999956
2506,0.999998
9066,0.999922
11715,0.999812
5452,1.64215e-05
10972,0.000329518
7223,0.999822
1366,0.997083
8136,5.86394e-06
8738,0.992812
7609,0.999997
876,0.999987
9321,0.999747
9498,0.002016
8313,0.000246648
11752,0.999842
11946,0.999236
8755,0.986189
883,0.99992
12311,0.998496
11601,0.996475
11413,9.24362e-05
10244,0.999587
7976,0.000225067
12393,0.998223
9284,0.993799
5696,0.10472
11716,0.998903
7792,0.000101589
10738,0.9982
10538,0.00527578
9532,5.60862e-06
8743,8.93017e-05
5955,0.998331
217,0.999969
11484,4.30957e-06
3330,5.55197e-06
5493,0.999877
10163,0.999944
10891,0.027564
8191,0.999186
9625,0.277399
4290,0.999597
2109,0.99963
7034,0.997932
8577,1.81608e-05
63,0.000342451
2376,0.999614
10004,0.967211
3599,0.00358915
4140,0.00013235
11135,6.64924e-05
868,1.93476e-05
8466,3.54134e-05
12218,0.00060804
1628,0.999227
95,0.999747
11320,0.99993
1883,4.47993e-05
5512,0.999761
6562,0.00327112
7180,0.999975
9827,0.00128836
9055,0.999072
6445,0.999951
6569,0.999476
4999,0.999672
1101,0.999057
9966,0.000172933
11539,0.999941
8794,0.999796
12285,2.93437e-06
3283,5.26442e-06
4839,1.78393e-05
11,1.23023e-05
6775,0.999598
9592,5.57517e-05
4758,6.90105e-05
12059,8.41135e-06
1570,0.000117366
3138,0.997009
8000,8.27768e-07
9325,0.00284978
5232,0.980965
3698,0.0013729
4530,5.66047e-05
1115,0.998479
6134,0.999962
8428,0.000691454
12031,5.51442e-06
1694,0.0132268
134,0.000175139
8516,0.998791
241,0.999089
8603,0.999241
6948,0.999998
10915,6.1333e-07
11690,0.999783
10967,3.92974e-05
595,0.999583
10436,0.999762
203,0.999778
